Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
"United States",454840405,N/A,20150704,22,61000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,N/A,"Saint Vitus - Saint Vitus"
"United States",320600778,N/A,20150704,22,40000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,N/A,"All That Remains - Two Weeks"
"United States",988118054,N/A,20150704,22,38000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,N/A,"Goatsnake - Black Age Blues"
"United States",997926078,N/A,20150704,22,32000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,N/A,"Battlecross - Not Your Slave"
"United States",390538383,N/A,20150704,16,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,,390538383,"Rage Against the Machine - People of the Sun"
"United States",911121225,N/A,20150704,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,N/A,"Slipknot - The Negative One"
"United States",366245154,N/A,20150704,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,N/A,"As I Lay Dying - Parallels"
"United States",452687860,N/A,20150704,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,,N/A,"Accept - Lady Lou"
"United States",956353678,N/A,20150713,14,146000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,956353678,"Marilyn Manson - Killing Strangers"
"United States",999072726,N/A,20150713,14,135000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,999072726,"Cradle of Filth - Deflowering the Maidenhead, Displeasuring the Goddess"
"United States",965388263,N/A,20150713,14,125000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,,965388263,"Electric Wizard - Return Trip"
"United States",259362599,N/A,20150713,14,93000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,,259362599,"Queens of the Stone Age - Song for the Dead"
"United States",1000709594,N/A,20150713,14,80000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,1000709594,"Lamb of God - 512"
"United States",1006937451,N/A,20150713,14,74000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,1006937451,"Disturbed - The Vengeful One"
"United States",997928606,N/A,20150713,14,71000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,997928606,"Northlane - Obelisk"
"United States",280151979,N/A,20150713,14,64000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,280151979,"Nailbomb - Guerrillas"
"United States",992929083,N/A,20150713,14,54000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,992929083,"Wilson - Hang With the Devil"
"United States",884367724,N/A,20150713,14,51000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,,884367724,"Theory of a Deadman & Tyler Connolly - Drown"
"United States",1000847734,N/A,20150713,14,49000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,1000847734,"Wage War - Alive"
"United States",985795771,N/A,20150713,14,48000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,985795771,"iwrestledabearonce - Green Eyes"
"United States",1015597717,N/A,20150713,14,43000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,1015597717,"Five Finger Death Punch - Jekyll and Hyde"
"United States",999638108,N/A,20150713,14,41000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,999638108,"Parkway Drive - Vice Grip"
"United States",994995014,N/A,20150713,14,39000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,994995014,"Vattnet Viskar - Impact"
"United States",363206509,N/A,20150713,14,37000,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,,363206509,"Bullet for My Valentine - Your Betrayal"
"United States",214404652,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,214404652,"Front Line Assembly - Search and Destroy"
"United States",184673374,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,184673374,"Faith No More - Malpractice"
"United States",61616984,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,61616984,"Godflesh - Streetcleaner"
"United States",305684933,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,305684933,"Fear Factory - Zero Signal"
"United States",413187435,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,413187435,"KMFDM - A Drug Against War"
"United States",1006886429,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,1006886429,"Slayer - Repentless"
"United States",120989871,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,120989871,"The Young Gods - Rue des tempêtes"
"United States",826488778,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,826488778,"Einstürzende Neubauten - Tanz Debil"
"United States",994605140,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,994605140,"Sepultura - Sepultura Under My Skin"
"United States",476680514,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,476680514,"Thorns - Interface To God"
"United States",714482348,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,714482348,"Killing Joke - Wardance"
"United States",384613587,N/A,20150713,14,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,,384613587,"Swans - A Screw (Holy Money)"
"United States",469254541,N/A,20150913,22,39000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,469254541,"The Chameleons UK - Caution"
"United States",335088121,N/A,20151103,20,38000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,335088121,"Eve Falcon - Know It All"
"United States",335088121,N/A,20151104,19,293000,NATURAL_END_OF_TRACK,IPHONE,1,0,,335088121,"Eve Falcon - Know It All"
"United States",74368935,N/A,20151119,20,33000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,74368935,"Violent Femmes - Black Girls"
"United States",27293907,N/A,20151126,21,403000,NATURAL_END_OF_TRACK,IPHONE,1,0,,27293907,"Depeche Mode - Just Can't Get Enough (Schizo Mix)"
"United States",307460698,N/A,20151126,21,46000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,307460698,"Voice Farm - Johnny Belinda"
"United States",257839697,N/A,20151214,15,43000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,257839697,"Twisted Sister - Stay Hungry"
"United States",1066278223,N/A,20160309,17,80000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,1066278223,"Army of the Universe - The Magic"
"United States",74368935,N/A,20160309,17,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,,74368935,"Violent Femmes - Black Girls"
"United States",19820866,N/A,20160311,22,289000,NATURAL_END_OF_TRACK,IPHONE,5,2,,19820866,"Styx - A.D. 1958"
"United States",436138278,N/A,20160311,22,77000,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,,436138278,"Korn - A.D.I.D.A.S."
"United States",1066278223,N/A,20160311,21,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,,1066278223,"Army of the Universe - The Magic"
"United States",19820866,AUDIO,20160421,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,,19820866,"Styx - A.D. 1958"
"United States",80814975,N/A,20160627,21,303896,NATURAL_END_OF_TRACK,WINDOWS,2,0,,80814975,"Madonna - Secret"
"United States",264603402,N/A,20160627,19,224518,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",WINDOWS,2,1,,264603402,"Depeche Mode - Home"
"United States",264136828,N/A,20160628,17,241623,NATURAL_END_OF_TRACK,WINDOWS,1,0,,264136828,"New Order - Round and Round"
"United States",555694745,N/A,20160628,16,34504,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",WINDOWS,1,1,,555694745,"Imagine Dragons - Demons"
"United States",555694743,N/A,20160628,16,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",WINDOWS,0,1,,555694743,"Imagine Dragons - Tiptoe"
"United States",598674963,N/A,20160628,16,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",WINDOWS,0,1,,598674963,"Imagine Dragons - It's Time"
"United States",552012477,AUDIO,20160825,22,306000,NATURAL_END_OF_TRACK,IPHONE,1,0,,552012477,"Chicane - Lost You Somewhere (Heliotropic Mix)"
"United States",724177448,AUDIO,20160825,23,216000,NATURAL_END_OF_TRACK,IPHONE,1,0,,724177448,"Blondie - One Way or Another"
"United States",320263724,AUDIO,20160825,23,200000,NATURAL_END_OF_TRACK,IPHONE,1,0,,320263724,"Björk - The Pleasure Is All Mine"
"United States",728904129,AUDIO,20160825,23,149000,NATURAL_END_OF_TRACK,IPHONE,1,0,,728904129,"Christophe Beck & Frode Fjellheim - The Great Thaw (Vuelie Reprise)"
"United States",423394804,AUDIO,20160825,23,97000,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,,423394804,"A Smile and a Ribbon - The Boy I Wish I Never Met"
"United States",978194965,AUDIO,20180106,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPAD,0,1,false,N/A,"Apple Music 1"
"United States",1440887643,AUDIO,20190614,16,360907,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Emperor - I Am the Black Wizards"
"United States",1048475974,AUDIO,20190614,16,354963,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Dio - Holy Diver"
"United States",1440904256,AUDIO,20190614,18,347045,NATURAL_END_OF_TRACK,IPHONE,2,0,false,N/A,"Def Leppard - Love Bites"
"United States",1453761236,AUDIO,20190614,16,321712,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Amon Amarth - Raven's Flight"
"United States",1440914566,AUDIO,20190614,17,305597,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Weezer - Undone (The Sweater Song)"
"United States",721275927,AUDIO,20190614,18,276375,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,N/A,"Queensrÿche - Jet City Woman"
"United States",1454273965,AUDIO,20190614,16,257277,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Fleshgod Apocalypse - Sugar"
"United States",300855110,AUDIO,20190614,17,255326,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Foo Fighters - Best of You"
"United States",1440950766,AUDIO,20190614,18,254792,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The Record Company - Off the Ground"
"United States",1453845349,AUDIO,20190614,17,240349,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Sam Fender - Hypersonic Missiles"
"United States",1454231879,AUDIO,20190614,16,237145,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Spirit Adrift - Hear Her"
"United States",1446642606,AUDIO,20190614,17,226487,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"NO WIN - Vision"
"United States",1218648727,AUDIO,20190614,16,223751,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,N/A,"Trouble - Psalm 9"
"United States",1440866030,AUDIO,20190614,17,222214,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The Killers - Run for Cover"
"United States",1450664581,AUDIO,20190614,17,214413,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The Beta Machine - Someday"
"United States",1453135267,AUDIO,20190614,17,214227,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Evan Konrad - The Long Way Out"
"United States",1455678508,AUDIO,20190614,17,212741,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"THICK - So Sick"
"United States",1352528260,AUDIO,20190614,16,203197,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"At The Gates - To Drink from the Night Itself"
"United States",1454506312,AUDIO,20190614,18,202987,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,N/A,"Two Door Cinema Club - Talk (Single Edit)"
"United States",1451355036,AUDIO,20190614,17,199250,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Heart Attack Man - Fake Blood"
"United States",1264930713,AUDIO,20190614,18,198135,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Death from Above 1979 - Freeze Me"
"United States",721207807,AUDIO,20190614,16,196974,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The Smashing Pumpkins - Disarm"
"United States",1451677653,AUDIO,20190614,17,195372,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Calpurnia - Cell"
"United States",1452345620,AUDIO,20190614,17,193677,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Starcrawler - She Gets Around"
"United States",266377010,AUDIO,20190614,17,193422,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The Strokes - Last Nite"
"United States",1045282657,AUDIO,20190614,16,191936,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Suicide Silence - No Pity for a Coward"
"United States",1256749131,AUDIO,20190614,17,181905,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The Hunna - You & Me"
"United States",1440900539,AUDIO,20190614,17,180697,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Greta Van Fleet - Highway Tune"
"United States",1457387817,AUDIO,20190614,16,170789,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,N/A,"Lamb of God - Laid to Rest (Pre-Production Demo)"
"United States",278781151,AUDIO,20190614,17,168716,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Jimmy Eat World - The Middle (Demo Version)"
"United States",1440057144,AUDIO,20190614,17,147237,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"FEELS - Car"
"United States",275221071,AUDIO,20190614,17,110666,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"The White Stripes - You're Pretty Good Looking (For a Girl)"
"United States",1155198472,AUDIO,20190614,18,35877,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,N/A,"CBS Radio News"
"United States",314962975,AUDIO,20190614,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,N/A,"Goatwhore - Apocalyptic Havoc"
"United States",945581838,AUDIO,20190614,16,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,N/A,"Red Hot Chili Peppers - Give It Away"
"United States",331351259,AUDIO,20190614,"15, 16",0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,3,false,331351259,"Marilyn Manson - The Beautiful People"
"United States",1448682267,AUDIO,20190614,"16, 18",0,TRACK_SKIPPED_FORWARDS,IPHONE,0,2,false,N/A,"Catfish and the Bottlemen - 2all"
"United States",1325585044,AUDIO,20190614,18,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,N/A,"Judas Priest - Lightning Strike"
"United States",1141561169,AUDIO,20190614,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,N/A,"Motörhead - Ace of Spades"
"United States",1454833443,AUDIO,20190614,18,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,N/A,"cleopatrick - Sanjake"
"United States",1227967834,AUDIO,20190614,16,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,N/A,"The Districts - If Before I Wake"
"United States",721275927,AUDIO,20190615,0,42407,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Queensrÿche - Jet City Woman"
"United States",331351259,AUDIO,20190615,15,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,331351259,"Marilyn Manson - The Beautiful People"
"United States",714832725,AUDIO,20190616,20,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,714832725,"Culture Club - I'll Tumble 4 Ya"
"United States",1384544363,AUDIO,20190617,19,222981,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544363,"Otep - Trigger Warning"
"United States",1384544360,AUDIO,20190617,19,197717,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544360,"Otep - Molotov"
"United States",1384544364,AUDIO,20190617,19,186572,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1384544364,"Otep - Cross Contamination"
"United States",1384544367,AUDIO,20190617,19,184343,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544367,"Otep - To the Gallows"
"United States",1384544362,AUDIO,20190617,19,164281,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544362,"Otep - Undefeated"
"United States",1384544365,AUDIO,20190617,18,158336,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544365,"Otep - Shelter In Place"
"United States",1384544366,AUDIO,20190617,19,150163,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544366,"Otep - Boss"
"United States",1384544361,AUDIO,20190617,19,136900,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1384544361,"Otep - Said the Snake"
"United States",1384544368,AUDIO,20190617,19,101122,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1384544368,"Otep - Sirens Calling"
"United States",841017203,AUDIO,20190618,"15, 18",721519,NATURAL_END_OF_TRACK,IPHONE,4,0,false,N/A,"Avatar - Bloody Angel"
"United States",841017217,AUDIO,20190618,"15, 16",720055,NATURAL_END_OF_TRACK,IPHONE,5,0,false,N/A,"Avatar - Tower"
"United States",841017204,AUDIO,20190618,"15, 18",546133,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,false,N/A,"Avatar - Murderer"
"United States",841017216,AUDIO,20190618,"15, 16, 18",535684,NATURAL_END_OF_TRACK,IPHONE,4,0,false,N/A,"Avatar - Something In the Way"
"United States",841017214,AUDIO,20190618,"15, 16",526814,NATURAL_END_OF_TRACK,IPHONE,3,0,false,N/A,"Avatar - Puppet Show"
"United States",841017199,AUDIO,20190618,"15, 18",407263,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,2,1,false,N/A,"Avatar - Hail the Apocalypse"
"United States",1198563330,AUDIO,20190618,19,393787,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Apoptygma Berzerk - Incompatible"
"United States",596076536,AUDIO,20190618,16,388903,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Avatar - Torn Apart"
"United States",1089322351,AUDIO,20190618,"16, 18",301743,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,N/A,"Avatar - The Eagle Has Landed"
"United States",1198563375,AUDIO,20190618,18,293405,NATURAL_END_OF_TRACK,IPHONE,2,0,false,N/A,"Apoptygma Berzerk - Green Queen"
"United States",841017202,AUDIO,20190618,"15, 18",278732,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,false,N/A,"Avatar - Vultures Fly"
"United States",1198563338,AUDIO,20190618,19,270830,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,N/A,"Apoptygma Berzerk - Shadow"
"United States",596076548,AUDIO,20190618,16,241681,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Avatar - Smells Like a Freakshow (Radio Edit) [Bonus Track]"
"United States",596076542,AUDIO,20190618,15,214273,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Avatar - Let It Burn"
"United States",841017206,AUDIO,20190618,"16, 18",213646,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,N/A,"Avatar - Tsar Bomba"
"United States",841017215,AUDIO,20190618,15,193607,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"Avatar - Get In Line"
"United States",1384544361,AUDIO,20190618,14,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1384544361,"Otep - Said the Snake"
"United States",873395045,AUDIO,20190619,16,355120,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Guilty All the Same (feat. Rakim)"
"United States",518869935,AUDIO,20190619,"16, 21",298718,PLAYBACK_MANUALLY_PAUSED,IPHONE,2,0,false,N/A,"LINKIN PARK - LOST IN THE ECHO"
"United States",590427449,AUDIO,20190619,18,289808,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Shadow of the Day"
"United States",590434076,AUDIO,20190619,17,250659,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Wretches and Kings"
"United States",873395054,AUDIO,20190619,18,233290,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Until It's Gone"
"United States",590427451,AUDIO,20190619,17,233244,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Hands Held High"
"United States",590434074,AUDIO,20190619,17,231735,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Waiting for the End"
"United States",518869937,AUDIO,20190619,16,230318,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - BURN IT DOWN"
"United States",518869942,AUDIO,20190619,18,229993,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - ROADS UNTRAVELED"
"United States",1204427652,AUDIO,20190619,17,225628,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Nobody Can Save Me"
"United States",518869946,AUDIO,20190619,17,224536,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - POWERLESS"
"United States",873395057,AUDIO,20190619,17,224211,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Rebellion (feat. Daron Malakian)"
"United States",518869944,AUDIO,20190619,16,223468,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - UNTIL IT BREAKS"
"United States",873395060,AUDIO,20190619,21,217663,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Final Masquerade"
"United States",1204427659,AUDIO,20190619,17,217153,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Halfway Right"
"United States",590431785,AUDIO,20190619,16,216363,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - In the End"
"United States",1204427655,AUDIO,20190619,17,216340,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Battle Symphony"
"United States",1204427656,AUDIO,20190619,17,214413,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Invisible"
"United States",590423282,AUDIO,20190619,17,214134,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Somewhere I Belong"
"United States",873395044,AUDIO,20190619,20,213716,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - All for Nothing (feat. Page Hamilton)"
"United States",1204427653,AUDIO,20190619,18,211487,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Good Goodbye (feat. Pusha T & Stormzy)"
"United States",590431782,AUDIO,20190619,16,209095,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Crawling"
"United States",590427450,AUDIO,20190619,18,205566,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - What I've Done"
"United States",518869940,AUDIO,20190619,17,205450,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - CASTLE OF GLASS"
"United States",185731686,AUDIO,20190619,18,205313,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"JAY-Z & LINKIN PARK - Numb / Encore"
"United States",590431779,AUDIO,20190619,16,203256,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - With You"
"United States",518869936,AUDIO,20190619,16,200736,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - IN MY REMAINS"
"United States",590431781,AUDIO,20190619,16,200364,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Points of Authority"
"United States",590423287,AUDIO,20190619,16,197610,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Figure.09"
"United States",590423288,AUDIO,20190619,16,196371,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Breaking the Habit"
"United States",873395048,AUDIO,20190619,18,195953,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Wastelands"
"United States",590431787,AUDIO,20190619,17,194513,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Forgotten"
"United States",590431790,AUDIO,20190619,16,191959,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Pushing Me Away"
"United States",518869939,AUDIO,20190619,18,191839,NATURAL_END_OF_TRACK,IPHONE,2,0,false,N/A,"LINKIN PARK - I'LL BE GONE"
"United States",590427306,AUDIO,20190619,17,189405,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Given Up"
"United States",590423281,AUDIO,20190619,20,188174,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Don't Stay"
"United States",590423552,AUDIO,20190619,17,187570,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - Numb"
"United States",590431786,AUDIO,20190619,18,184737,NATURAL_END_OF_TRACK,IPHONE,1,0,false,N/A,"LINKIN PARK - A Place for My Head"
